source;target;layer;year
1200159;361097;cite;2001
63698;755515;cite;2010
503438;1108876;cite;2001
1128738;486273;cite;2009
256291;1074589;cite;2009
3629707;494965;cite;2009
53483946;12131332;cite;1996
7367383;10715604;cite;1997
10832690;688801;cite;2003
3539699;237813;cite;2006
53679202;220129;cite;1999
408891;104736;cite;1993
3564951;84674;cite;2008
2298592;8748431;cite;2002
229270;994018;cite;1998
18046451;1263828;cite;2008
3280192;23361606;cite;1979
491458;616265;cite;2005
795368;459308;cite;2003
579503;1465750;cite;2001
3409297;53786510;cite;2006
47417593;16649;cite;2011
53650693;662872;cite;1998
1048079;1536874;cite;2002
738673;1140946;cite;2007
688801;47471283;cite;2001
1554243;216355;cite;2007
3651846;299484;cite;2011
20544;3530299;cite;2010
34063316;341294;cite;2011
3316959;1123088;cite;2002
684562;3629694;cite;2009
994018;1074967;cite;1990
10709398;810133;cite;2010
1315840;543701;cite;2001
42138;54814826;cite;1990
563443;44685;cite;2010
53663192;53067561;cite;2005
42138;695126;cite;2009
5730;524350;cite;1997
2149865;2073883;cite;1985
540819;18557017;cite;1988
783956;436647;cite;2007
3629689;27742;cite;2008
3576686;10896622;cite;2010
1794430;55175564;cite;2008
53607159;1299096;cite;2004
566838;918710;cite;2010
53578978;1389374;cite;1987
4040114;3549915;cite;2009
1505638;55292327;cite;2008
12832827;3505241;cite;2009
93400;1128738;cite;2011
3566709;18206946;cite;2008
92955;53786510;cite;2004
2157826;299610;cite;2004
1990966;56623483;cite;1982
358294;464355;cite;2002
18489095;1780247;cite;2010
53965757;2945658;cite;2011
1995279;54170929;cite;2002
1662749;860414;cite;2000
688801;44685;cite;2010
1516676;2437370;cite;2011
9432002;12925057;cite;2010
611612;2004084;cite;2011
305047;379385;cite;2008
3566039;3583387;cite;2010
1536874;1695628;cite;2007
834228;3462786;cite;2010
55899694;846388;cite;2001
594319;2262242;cite;2010
1485158;851440;cite;1995
51602978;3365343;cite;2000
438079;10510665;cite;2002
169069;605848;cite;2010
3365471;3179124;cite;1990
1053557;7367383;cite;2004
953718;95287;cite;1987
2484380;994018;cite;1998
975664;1995279;cite;2008
740002;53698797;cite;2007
684867;994018;cite;2003
1548385;92007;cite;2000
731329;83891;cite;2008
522060;1739776;cite;1991
1990966;49256218;cite;2011
494965;755515;cite;2004
2942541;3516242;cite;2009
1800649;57153;cite;1998
709570;1628808;cite;2006
1995279;3399414;cite;2011
630735;1379912;cite;2003
40419563;257916;cite;1998
2080261;1456480;cite;2005
1138939;394215;cite;1989
3564951;45178;cite;2009
1329528;1765874;cite;2003
83891;105631;cite;1999
3559730;1031845;cite;2008
36706183;3308035;cite;2011
10233808;53779185;cite;2009
855543;666211;cite;2005
3629689;40419564;cite;2008
9422356;348338;cite;2010
1461050;1688876;cite;2003
513051;509724;cite;1998
3860428;2080261;cite;2010
209615;1095096;cite;1995
623711;1749648;cite;2005
624861;662872;cite;2001
552871;1299096;cite;1996
2437370;856095;cite;2007
1551043;2295139;cite;2008
1048896;218630;cite;2002
772610;53506045;cite;1997
623711;47548482;cite;2001
3496607;92955;cite;2010
299484;795368;cite;2009
3826657;20544;cite;2011
2325655;790244;cite;1996
3823153;2702206;cite;2010
9429566;18487991;cite;2010
1123088;2624870;cite;2009
332741;93428;cite;2000
3635891;10896622;cite;2010
2539048;20544;cite;2008
4336837;2060748;cite;2011
36706183;740002;cite;2011
253283;47471283;cite;2003
695126;1464329;cite;2007
3315271;3365279;cite;2002
96914;616265;cite;2000
419877;48044150;cite;1978
92804;1200159;cite;2006
673325;625296;cite;2000
494965;2295139;cite;2005
6892255;17997458;cite;2010
17935198;502782;cite;2010
731329;23362211;cite;1989
110282;2247005;cite;2005
309353;10493288;cite;1981
63698;152072;cite;2010
7131;1123088;cite;2005
879548;12518928;cite;2004
2975450;2144920;cite;2010
3365229;699977;cite;1997
731329;23362210;cite;1989
3317546;15534;cite;2003
3639437;4774097;cite;2010
1328979;347041;cite;2002
1119998;652277;cite;2010
758524;1463145;cite;2004
1687644;1219483;cite;2002
180240;1434215;cite;2004
3335676;53307089;cite;2005
748886;115555;cite;1999
282750;384014;cite;2009
527592;1536874;cite;2008
1126212;494965;cite;2010
379124;1993470;cite;2006
1411009;794527;cite;2004
3396174;2038381;cite;2011
299610;793899;cite;1993
897199;2335802;cite;2000
738673;1200159;cite;2007
361097;10351478;cite;2011
461035;2667717;cite;1985
3823274;380710;cite;2011
1236596;300979;cite;2011
1256357;403149;cite;2010
1014975;4254389;cite;1992
579503;361097;cite;2001
362739;494859;cite;1989
3832286;1111513;cite;2009
323277;6829944;cite;2010
1732789;1497543;cite;1985
502845;47201068;cite;2004
53159713;954490;cite;2000
1687644;1200159;cite;2009
3365388;386271;cite;1993
3320358;47762628;cite;2000
509724;832349;cite;1998
1631408;12140460;cite;2011
3331222;929601;cite;2002
3317401;1745056;cite;2002
506760;1049568;cite;2011
4689358;2038381;cite;2007
558324;797356;cite;1982
21997;1818317;cite;2005
3316959;1200530;cite;2008
18487991;1456480;cite;2010
299484;3629682;cite;2009
520351;1745056;cite;2004
560420;3393270;cite;2007
976195;3629706;cite;2010
34063294;60337;cite;2011
1153162;54470958;cite;1997
1923849;1894512;cite;2001
17937210;1536874;cite;2004
9426735;1276849;cite;2011
1645842;16649;cite;2006
47321638;84674;cite;2003
1429721;48057366;cite;2002
1784695;1146031;cite;2006
9134150;1536874;cite;1988
688801;601959;cite;2009
817180;755515;cite;2007
1710746;898125;cite;2009
3545991;1315774;cite;2010
1915999;755515;cite;2009
1751940;794527;cite;2003
5201914;1142659;cite;2010
275506;40421340;cite;1993
332741;3365318;cite;2000
1536123;501775;cite;2006
509373;170453;cite;2011
3635893;2038381;cite;2009
3629694;1200530;cite;2010
19525;673325;cite;2005
3629707;1639466;cite;2009
18486917;2241634;cite;2011
1200159;1628808;cite;1993
463075;180240;cite;2005
3618466;406243;cite;2008
53591624;819325;cite;2010
1536874;359865;cite;2008
1466157;27742;cite;2008
1079933;524350;cite;1994
1695830;53578978;cite;2001
2945658;1536874;cite;2010
740002;1745056;cite;2007
1467208;1096084;cite;2003
937815;561596;cite;1999
2011340;738673;cite;2010
1826743;1976075;cite;2011
1636878;619732;cite;2011
502782;2335802;cite;2009
3313407;257916;cite;2005
3506430;3530349;cite;2008
402341;310405;cite;2000
936378;1875230;cite;2009
5331964;755515;cite;2011
1358916;1993470;cite;2002
3651846;3823153;cite;2011
3643460;929601;cite;2009
92804;20544;cite;2009
22939480;2114277;cite;2005
9432059;524131;cite;2012
2295139;6923352;cite;2000
3983755;5730;cite;2010
2157826;40419564;cite;2004
320403;81385;cite;1997
306815;1461050;cite;2008
877976;55257992;cite;1982
1554243;1955606;cite;2003
1206464;1095257;cite;2003
608369;12459928;cite;1984
10490302;54170929;cite;2003
795368;1554243;cite;2003
520332;1434836;cite;2009
10491396;846388;cite;2001
3983755;5730;cite;2011
22307522;1461050;cite;1989
248041;236731;cite;2002
3629736;1243408;cite;2008
47378401;755515;cite;2005
47554432;1142659;cite;2008
3564951;1765874;cite;2008
3832261;431388;cite;2009
340666;51449022;cite;2005
3615479;305047;cite;2010
1548517;994018;cite;1990
3365307;1943259;cite;2002
1959814;601959;cite;2000
3316897;181077;cite;2003
1686003;1894512;cite;2011
85018;21966360;cite;1991
10572467;3823274;cite;2002
13421357;298115;cite;2009
84674;83891;cite;2000
2282500;795368;cite;2000
17902638;52197781;cite;2000
540819;2421538;cite;1988
3559730;3316959;cite;2008
10220044;308577;cite;1999
47593436;1219483;cite;2007
731329;1894512;cite;2002
459290;3322859;cite;2005
3322859;441589;cite;2007
3629748;1710871;cite;2008
3619808;538228;cite;2008
3635891;1559089;cite;2011
1123207;1628808;cite;2008
1123088;1370132;cite;2005
3332621;1488310;cite;2006
927949;1695628;cite;2008
2241634;2060748;cite;2009
3352272;433468;cite;1998
92804;1200159;cite;2001
1709164;1735104;cite;2001
1780247;1456480;cite;2004
2437370;549565;cite;2010
1780247;32909;cite;2004
673325;1633442;cite;2000
976195;51598084;cite;2010
1453614;632279;cite;1996
1370029;538228;cite;2010
2149865;740002;cite;2011
55257992;114000;cite;1978
563443;390305;cite;2008
868899;738673;cite;2008
1526998;2073883;cite;1997
976195;10832690;cite;2006
3191377;23362211;cite;1989
2041910;84674;cite;2004
1769228;854124;cite;2003
3642213;1995279;cite;2008
571257;98177;cite;1988
44685;3365426;cite;2002
3635892;3549946;cite;2009
53519280;47201068;cite;2001
558324;3365282;cite;1982
994018;502619;cite;1990
47481939;436647;cite;2011
2110822;3549915;cite;2011
994018;947248;cite;2008
6825;9163068;cite;2004
212677;1819604;cite;2008
3365400;2114277;cite;2002
239137;3629706;cite;2010
1751940;3322859;cite;2003
3641050;542645;cite;2007
15534;10529311;cite;2002
795368;703239;cite;2009
868128;3454745;cite;2005
13205983;152072;cite;2011
1250836;47468040;cite;1992
426596;1025204;cite;2003
3629694;3530299;cite;2010
134086;37078;cite;2008
345165;1633442;cite;2009
1048079;59042;cite;2002
2769047;2514394;cite;2010
3017784;2126906;cite;2010
18461058;3325711;cite;2000
795368;1536874;cite;2004
3329188;3344762;cite;1985
3317730;6923352;cite;2002
1034757;210600;cite;2009
101989;1536874;cite;2007
2280957;1819604;cite;2010
601959;92955;cite;2010
155175;170667;cite;1990
1533004;110262;cite;2002
3542318;3238176;cite;2011
1625439;1123088;cite;2010
651228;53307089;cite;2009
1379912;907095;cite;1985
3485488;3580840;cite;2011
1351972;36495851;cite;2010
9137032;384014;cite;2009
3313779;783956;cite;2008
794527;40421427;cite;2008
709570;1894512;cite;2006
149736;10223632;cite;2003
601959;466115;cite;2009
169069;1536874;cite;2011
10515612;20544;cite;2011
53094;851440;cite;1999
2078186;1183160;cite;2002
9236140;181077;cite;1988
1608014;3129332;cite;2003
2078186;47639686;cite;2003
755515;51599466;cite;2010
1208922;1695628;cite;2007
755515;625296;cite;2001
436123;699977;cite;1997
2295139;494965;cite;2009
6117682;1417835;cite;2008
1311639;403145;cite;2010
811813;56828080;cite;2007
145518;18046451;cite;1997
140972;3325711;cite;1997
2078186;937815;cite;2009
13421357;494965;cite;2009
1351972;180240;cite;2010
2338139;10510665;cite;2001
177276;616265;cite;2005
80674;160374;cite;1995
137638;7521;cite;2010
47647460;662872;cite;2002
2992739;1940208;cite;2006
3409171;253283;cite;2011
52650794;52899960;cite;1976
1417835;1993470;cite;2003
53786510;257916;cite;1999
1536874;160374;cite;1997
7521;3632732;cite;2010
561063;1200530;cite;2006
3329188;3365377;cite;1985
463577;53506045;cite;1997
3567135;794527;cite;2009
167442;160374;cite;2003
1123207;1894512;cite;2008
227545;705794;cite;2002
483555;1461050;cite;1988
169069;47330938;cite;2010
543701;299889;cite;1994
340666;177276;cite;2008
438079;421979;cite;2000
2167811;359865;cite;1995
1176051;295017;cite;1997
40422598;602537;cite;2003
384301;773154;cite;2010
93400;601959;cite;2011
808963;601959;cite;2002
53178498;67090;cite;1997
1199500;53450727;cite;2005
522060;103922;cite;1993
1927180;53976662;cite;1984
3629704;1684895;cite;2008
3538341;758148;cite;2010
219382;1695628;cite;2001
345165;540880;cite;2009
2263719;755515;cite;2011
18208852;3506430;cite;2009
734078;84674;cite;2002
18960884;3546571;cite;2010
1743165;53633506;cite;2005
2689917;403822;cite;2005
3629727;409393;cite;2008
506770;875189;cite;2005
9231692;524131;cite;2010
531181;312350;cite;2008
8017531;266758;cite;2010
463075;36495851;cite;2005
757952;974990;cite;2001
3443839;50942813;cite;2005
3494733;266758;cite;2010
1493033;483299;cite;2004
1843723;616265;cite;2005
358294;1357357;cite;2001
3823274;1542517;cite;2004
451532;889494;cite;1997
169069;1117178;cite;2011
1710746;132076;cite;2007
3538341;1623662;cite;2010
3352270;10506977;cite;1998
4212278;384014;cite;2000
70423;52290693;cite;1995
510117;1219483;cite;1993
994018;52774705;cite;1990
1245783;3629694;cite;2009
3645752;51260575;cite;2009
3443839;384014;cite;2005
150077;2295139;cite;2006
2914935;794527;cite;2008
33342;1200530;cite;2007
1165461;773154;cite;2011
1750191;185676;cite;1993
11645124;1943259;cite;2011
27742;3462420;cite;2006
819325;2078186;cite;2011
494965;149201;cite;2007
616265;42296873;cite;2000
3571615;1456480;cite;2007
3650464;1997914;cite;2010
229431;867633;cite;1993
438079;56623483;cite;2000
2167811;390956;cite;1998
1265696;561596;cite;1997
831237;45909;cite;1992
557751;2616261;cite;2004
2295139;608369;cite;1992
52099262;3561475;cite;2009
3635891;3635893;cite;2011
1123207;1140946;cite;2008
51926242;557751;cite;2007
808540;2181032;cite;2009
232462;1417835;cite;1999
3316959;6727;cite;2008
632599;45178;cite;2008
37078;3317727;cite;2000
345165;18792563;cite;2009
2702206;53786510;cite;2006
53698797;1894512;cite;1999
40422591;994018;cite;1990
3832262;20544;cite;2009
250094;699977;cite;1999
981847;1399202;cite;2008
6090;662803;cite;2007
1794430;563443;cite;2011
393263;1990966;cite;2003
1206464;1095257;cite;2002
53933045;350565;cite;1984
244289;781239;cite;2007
53679202;705794;cite;1999
52780717;3350659;cite;2009
2522756;1199500;cite;2008
93851;181077;cite;2002
34061757;1521025;cite;2011
9432059;812183;cite;2010
3365388;889494;cite;1993
55781627;47527854;cite;2011
132193;189921;cite;2003
724810;379385;cite;2010
3507709;3377753;cite;2007
485160;2314808;cite;2006
2476051;181077;cite;2008
3832263;1399202;cite;2009
599167;1973531;cite;2004
1461523;852431;cite;2002
1887569;502782;cite;2008
1819604;502782;cite;2009
3506944;46911587;cite;2006
34063280;3556509;cite;2011
1488310;47686648;cite;2008
1818317;1745056;cite;2005
3485100;3643460;cite;2010
1200530;6150124;cite;1999
438079;10510665;cite;2000
403822;441490;cite;2003
915593;196752;cite;2007
3370056;9431812;cite;2011
3335145;1903859;cite;2011
561596;1780247;cite;1995
40420210;867633;cite;1993
3530351;1091008;cite;2006
3482117;1548385;cite;2006
1200159;2167811;cite;2011
2007366;64290;cite;1999
724872;257916;cite;2008
1358916;12925057;cite;2010
52635590;485160;cite;2009
48603799;6923352;cite;1999
1117178;122241;cite;1989
386323;1200159;cite;2009
1091668;52276208;cite;1994
34063301;1200530;cite;2011
1710746;1751940;cite;2007
304424;459308;cite;2007
2437370;10878479;cite;2010
976195;755515;cite;2008
89673;13107612;cite;2011
4328932;347930;cite;2011
3832289;2298592;cite;2010
23356016;1200159;cite;1995
795368;359865;cite;2008
1156353;524350;cite;1994
73748;53659620;cite;2008
898125;1536874;cite;2004
1618625;565576;cite;2004
1147403;413714;cite;2002
3299730;1536874;cite;1992
3292829;466115;cite;2010
80674;3331222;cite;2003
433468;209615;cite;1997
2263719;524131;cite;2011
1995279;1973531;cite;2005
417545;1049568;cite;2000
1345194;790244;cite;2002
976195;1079004;cite;2009
340666;1818317;cite;2005
3838781;1356251;cite;2011
358470;1079004;cite;2011
40422569;53301697;cite;1984
3365229;47745330;cite;1997
87778;315058;cite;1993
9126447;1464329;cite;2007
3823153;1536874;cite;2009
3292829;45178;cite;2010
1129425;668017;cite;2002
282750;3563293;cite;2009
12717945;818850;cite;2008
48416589;56623483;cite;1976
1351972;1745056;cite;2010
263352;3315344;cite;2010
153459;8748431;cite;2006
3324615;929718;cite;2001
740802;3365203;cite;1985
3651846;1048896;cite;2011
455925;40421340;cite;1993
2175710;300056;cite;2003
181077;42296873;cite;2000
758524;509724;cite;2004
3238176;2181032;cite;2009
3591134;312350;cite;2008
3859512;489816;cite;2003
255921;1976075;cite;2010
51670;1200159;cite;2009
1417835;2295139;cite;1999
1577705;2295139;cite;2002
1417835;3365279;cite;2002
10879335;17997458;cite;2009
2295139;3321418;cite;2000
3823274;3322859;cite;2004
731329;384014;cite;2004
949604;61801;cite;2003
259224;1146031;cite;2006
239137;51598084;cite;2010
2456978;2263719;cite;1999
359050;2298592;cite;2003
1765874;436647;cite;1996
699977;561063;cite;1997
134086;494965;cite;2008
359050;50412641;cite;2000
11017225;135668;cite;2011
3308035;47658298;cite;2006
17876629;698871;cite;2004
1434215;26112;cite;2003
744850;53450727;cite;1989
54651527;1903859;cite;2006
78072;793899;cite;1993
1025204;1077618;cite;2009
1520745;2702206;cite;2010
3450212;1406062;cite;2006
55175564;358294;cite;2003
125977;92007;cite;2000
508274;1147403;cite;1998
384014;893694;cite;2007
10219425;1123088;cite;2001
3629748;1780247;cite;2008
1771176;10878476;cite;2011
21997;7099167;cite;2005
3219388;1993470;cite;2011
994018;10564827;cite;1990
10553656;13070376;cite;2002
253283;1183160;cite;2001
834228;379385;cite;2010
175176;92403;cite;1979
401293;50535294;cite;1994
3379355;1266473;cite;2007
494859;10559067;cite;1994
1200159;18046451;cite;1995
85018;3365496;cite;1987
976195;630735;cite;2008
9131967;85018;cite;1987
540819;53578978;cite;1988
1392090;1434836;cite;2008
1333303;1109340;cite;2009
1493462;781239;cite;2007
170453;1434836;cite;2009
10832690;160374;cite;2000
3629827;710396;cite;2009
237743;1902888;cite;2004
26112;47201068;cite;2001
53890749;1598769;cite;1998
1520745;3365406;cite;2004
3445748;2673704;cite;2008
734167;379385;cite;2009
2421538;9236140;cite;1989
1710746;738673;cite;2010
840008;417545;cite;2003
3629727;994018;cite;2008
3485488;88451;cite;2011
1826743;88451;cite;2011
3616636;1030896;cite;2010
1098028;3365275;cite;1976
724623;1633442;cite;1998
34063324;53192;cite;2011
51726109;623711;cite;2004
51599466;3365490;cite;2007
927949;1976061;cite;2008
6892255;1030896;cite;2010
1233948;415944;cite;2009
361097;3546571;cite;2011
1991506;790244;cite;2000
65293;1765874;cite;1999
3641050;257916;cite;2009
3545991;3549917;cite;2010
1516676;20544;cite;2011
2295139;1126212;cite;2010
3009085;1536874;cite;2009
1200159;795368;cite;2007
3314520;53307089;cite;2011
