source;target;layer
362936;1990966;collab
3832289;709570;collab
3616121;1030896;collab
361097;2247005;collab
21890776;1780247;collab
1334335;253283;collab
49939857;851440;collab
40422591;1488310;collab
51599466;47527854;collab
239200;1628808;collab
393263;17904819;collab
12832827;2624870;collab
2437370;3377755;collab
588349;1482639;collab
1123088;22939480;collab
1399202;947248;collab
1479429;1800649;collab
312546;1993470;collab
494965;21997;collab
3017784;513831;collab
3365228;1903859;collab
6822508;851440;collab
601959;3313119;collab
1631408;3546571;collab
603879;1954738;collab
22663565;502782;collab
1819604;755515;collab
145518;10832690;collab
3365282;54300363;collab
54544458;625296;collab
688801;3439731;collab
49956052;1379912;collab
421979;1903859;collab
1351972;817180;collab
320056;386363;collab
3635892;3310252;collab
42138;1695628;collab
110282;10510665;collab
1015802;601959;collab
3629706;595872;collab
177276;54170929;collab
1536123;54170929;collab
3462407;125865;collab
1053557;417545;collab
9429566;2624870;collab
1973531;23483938;collab
3629722;1500881;collab
3544515;957070;collab
3645752;42138;collab
623711;3350496;collab
2263719;1693600;collab
6923352;50412641;collab
3365406;773154;collab
12518928;724623;collab
918989;616265;collab
2437370;601959;collab
3629722;3635869;collab
1425674;3549946;collab
403149;1417835;collab
130210;482936;collab
3542318;831237;collab
1628808;794527;collab
1493033;489816;collab
3823274;1818317;collab
79984;316437;collab
611612;3549946;collab
3635893;976195;collab
616265;3325711;collab
898125;53659620;collab
1332785;1219483;collab
54587358;584277;collab
1980991;299610;collab
275506;1305564;collab
1329528;26526;collab
1533004;1370457;collab
3993182;783802;collab
831237;244466;collab
1058778;1993470;collab
18489316;2769047;collab
143212;2186716;collab
9432024;1784695;collab
379606;522060;collab
51670;3368569;collab
386271;408389;collab
1819604;755515;collab
10542538;1219483;collab
12716274;673325;collab
36706183;1079004;collab
2343319;16649;collab
602537;1521045;collab
489816;1780247;collab
689320;3643460;collab
688801;3635892;collab
369656;1370457;collab
256291;3335676;collab
3317401;1995279;collab
927949;236731;collab
135948;55726596;collab
340666;257916;collab
1819426;1786377;collab
2060748;21997;collab
1807506;18663599;collab
1536874;53659620;collab
227545;146552;collab
2782844;3556501;collab
10545203;2065047;collab
3639437;933536;collab
3661660;2343768;collab
724623;3365490;collab
52816203;1548385;collab
1695830;64290;collab
53607159;9180183;collab
1818317;410331;collab
379385;6923352;collab
1236476;10832690;collab
134086;1402107;collab
1826743;96424;collab
3484240;1091008;collab
3571606;47715902;collab
3639437;907634;collab
2002962;50412641;collab
53599278;628230;collab
7396712;10832690;collab
954490;561596;collab
4254389;51221408;collab
65290;20544;collab
266758;81385;collab
1688876;252990;collab
1784695;57153;collab
624861;563937;collab
3629694;3539699;collab
1315774;47527854;collab
1095257;1206464;collab
1815433;524350;collab
2972930;1315774;collab
18046451;53659620;collab
1332785;2338139;collab
21029;3079879;collab
3643460;3397492;collab
386271;55058764;collab
50152667;135948;collab
811813;305047;collab
2437370;1819604;collab
3485488;2263719;collab
2342989;1087656;collab
10832690;494965;collab
3708662;18633234;collab
53517215;1327835;collab
20544;494965;collab
3832289;10695897;collab
21997;6126190;collab
3643460;625296;collab
731329;1628808;collab
1485158;494785;collab
561063;47340956;collab
537351;1737218;collab
10832690;954490;collab
3330274;12651651;collab
40421116;7817503;collab
3106274;137638;collab
83891;719117;collab
11558935;9429566;collab
619732;1730113;collab
976195;3632732;collab
9432059;9231692;collab
1688876;1461050;collab
51265304;51260575;collab
3571620;601959;collab
3616121;4040114;collab
9112018;1662749;collab
1740723;1494848;collab
53679202;668017;collab
3591134;3348354;collab
377922;257916;collab
61801;56623483;collab
954490;53506045;collab
34063294;9429566;collab
3629705;879548;collab
127219;47271543;collab
537351;92955;collab
3983755;53554938;collab
2437370;988175;collab
1125091;1173913;collab
1329528;993605;collab
47237628;275568;collab
6090;1109340;collab
3506430;795368;collab
1911914;384014;collab
1646152;595872;collab
2917734;810133;collab
283611;385931;collab
1359568;114228;collab
3629706;3549917;collab
1225906;3365279;collab
957070;52799925;collab
58809;918710;collab
359050;1737218;collab
1327835;1358719;collab
53402331;53159713;collab
517110;3316164;collab
1200159;402341;collab
3588144;2343768;collab
7099167;10832690;collab
897199;59042;collab
3313779;361097;collab
662803;1434215;collab
731329;1461050;collab
1826743;3397492;collab
1200530;498071;collab
688801;417545;collab
2343319;1577208;collab
3314520;2298592;collab
1064414;1536874;collab
10515446;419063;collab
3635892;4689358;collab
893694;993605;collab
51449022;1745056;collab
306815;83891;collab
2530441;1409807;collab
93400;625296;collab
145518;1792373;collab
1318073;1641947;collab
196529;180240;collab
755515;585496;collab
10706025;605848;collab
1691800;846634;collab
1308570;2167811;collab
379606;358124;collab
3449684;1071941;collab
3365278;13070376;collab
3576684;54241689;collab
3485488;47409019;collab
283361;505697;collab
613094;3537479;collab
3832251;601959;collab
3462420;1593506;collab
1026865;2917734;collab
795368;3549944;collab
17902638;53761504;collab
1128738;494965;collab
543701;10517391;collab
54253983;10517485;collab
936378;2389295;collab
1095257;1054731;collab
48546293;1307643;collab
3498000;12662440;collab
2539048;3629694;collab
846388;2295139;collab
379385;53698797;collab
624861;1455907;collab
6822276;10517405;collab
3626301;1109340;collab
3317579;52560;collab
53159713;179336;collab
2167811;390956;collab
441589;220129;collab
150077;1498760;collab
1243408;731329;collab
1219483;1488310;collab
1644999;26112;collab
115555;417545;collab
3629696;305047;collab
9149894;6126190;collab
419063;64290;collab
1826743;3316959;collab
13421357;54170929;collab
3577492;724623;collab
9431998;2696239;collab
49939857;47548482;collab
3571601;27742;collab
3409131;2405870;collab
954490;1780247;collab
566838;2181032;collab
305047;3618378;collab
3629707;298115;collab
105631;2497129;collab
92804;1560592;collab
53635840;402729;collab
1026865;2262242;collab
734167;3325711;collab
3571627;2247005;collab
698871;605848;collab
867633;185676;collab
3635892;3629713;collab
3545991;755515;collab
540819;10527234;collab
489816;561596;collab
40419563;54170929;collab
520332;1200530;collab
10572467;1354417;collab
23709357;3518941;collab
1548385;1818317;collab
3629748;1902888;collab
436123;2677845;collab
10518122;419063;collab
709570;1200530;collab
1765874;6923352;collab
1710746;755515;collab
483299;1463145;collab
1461050;3348166;collab
489816;852431;collab
3841503;616265;collab
1990966;498250;collab
624861;3129332;collab
619732;53761504;collab
875189;1710871;collab
974990;1765874;collab
494965;22939480;collab
1053557;1025204;collab
20544;1993470;collab
2167811;498250;collab
115298;688801;collab
5730;1117178;collab
1902888;1780247;collab
1536874;80674;collab
1548517;52787185;collab
140972;1194029;collab
898125;18046451;collab
177276;257916;collab
1434836;601959;collab
1852445;1054280;collab
55781627;918710;collab
1295372;1628808;collab
259224;1548385;collab
133710;1456480;collab
1536123;51599466;collab
40422583;248041;collab
351168;2702206;collab
53591624;2689917;collab
22304884;3365481;collab
13070376;54241689;collab
40421116;7817502;collab
1200530;630735;collab
127219;2298592;collab
1786377;773154;collab
740002;237904;collab
244289;192481;collab
565385;114000;collab
1633442;15534;collab
1499701;709570;collab
1176515;656900;collab
1095257;422286;collab
3365472;632279;collab
563443;56540832;collab
18557017;21966360;collab
1818317;10555029;collab
678043;2126906;collab
1370132;459308;collab
494965;1142659;collab
1199500;1109340;collab
543701;1429782;collab
1520745;498071;collab
2149865;53698797;collab
3832289;3629682;collab
1769228;7367383;collab
5730;846388;collab
1185759;981847;collab
97170;227307;collab
1570792;856095;collab
52780717;3516242;collab
275506;1993470;collab
1819604;51599466;collab
3618381;2696239;collab
10521580;1109340;collab
3377414;2017504;collab
704751;3348354;collab
416961;1117178;collab
817180;278588;collab
2263719;181077;collab
385931;1265522;collab
51602978;674550;collab
1310109;2484380;collab
3571631;1522013;collab
3507709;3500215;collab
1493033;56830108;collab
13205983;1456480;collab
1048896;12704254;collab
10879335;2004084;collab
2320964;1276849;collab
2002962;53307089;collab
3561475;1500881;collab
851440;1818317;collab
388608;237743;collab
489816;1370132;collab
3823153;1434836;collab
42138;1200159;collab
1269985;1094428;collab
1464329;560420;collab
9140986;3829659;collab
522060;18557017;collab
840008;625296;collab
48044150;1213304;collab
10528304;10223632;collab
75773;52276208;collab
846388;275506;collab
1786377;26112;collab
236800;115555;collab
651512;12518928;collab
3552786;51449022;collab
1243408;561063;collab
18046451;84674;collab
40067;755515;collab
145518;1417835;collab
1199500;608369;collab
676309;21997;collab
316837;22304884;collab
734572;417545;collab
1123088;2335802;collab
47554432;3365308;collab
125865;402729;collab
3186132;3549953;collab
10527234;1902888;collab
1819604;1399202;collab
1818317;1004199;collab
10832690;53159713;collab
524131;51599466;collab
53307089;257916;collab
3516409;1108242;collab
3365400;1310109;collab
1176051;80674;collab
1805173;51670;collab
1973531;341294;collab
3101381;2421538;collab
3312548;52290693;collab
3439731;47527854;collab
98177;755550;collab
725620;1765874;collab
1200159;209615;collab
20544;10832690;collab
794527;377690;collab
438079;50690527;collab
317067;49740233;collab
1123088;409393;collab
509373;795368;collab
298115;53307089;collab
1356251;13070376;collab
250094;436123;collab
3317730;1068779;collab
662803;1818317;collab
2343319;2362971;collab
5202685;604144;collab
2462390;1628808;collab
15534;494785;collab
1493033;1463145;collab
688801;2340538;collab
1894512;3322859;collab
1710746;840008;collab
3530299;1695628;collab
898125;59042;collab
441490;5730;collab
2114277;47686648;collab
1155795;2494162;collab
53607159;1404741;collab
819325;403822;collab
10572467;33342;collab
2263719;602537;collab
9432017;1819426;collab
3661660;2514394;collab
1467208;1464329;collab
34063272;3079338;collab
10879335;53416656;collab
3365431;47491678;collab
1500881;755515;collab
524350;3365431;collab
2343768;1536874;collab
3629750;1837262;collab
3544515;36495851;collab
1001133;64290;collab
1425548;53599180;collab
3640973;2004084;collab
2112284;1245783;collab
337984;1894512;collab
5819944;810133;collab
3317401;299610;collab
976195;3549917;collab
34063315;341294;collab
3308035;3317730;collab
1370132;12444;collab
976195;1109340;collab
3835850;6126190;collab
3498783;51670;collab
1695628;3322859;collab
501775;257916;collab
15534;994018;collab
92804;738673;collab
18487991;755515;collab
570735;379606;collab
18531293;709853;collab
819325;688801;collab
2343319;361097;collab
1548385;21818626;collab
253283;53192;collab
53554363;3334452;collab
3318255;140972;collab
58129;933536;collab
1376160;573577;collab
3619808;3496881;collab
795368;160374;collab
3629717;40419563;collab
169069;457138;collab
691155;7817502;collab
2078186;2335802;collab
408891;103922;collab
791134;40419186;collab
619732;1425548;collab
7521;3635891;collab
51239141;85018;collab
84674;89935;collab
1122086;210600;collab
1053557;84674;collab
1988266;1429782;collab
3629717;817180;collab
10902020;4689358;collab
1114153;601959;collab
24057189;1123088;collab
3106274;553305;collab
2167811;433468;collab
56540832;37132697;collab
102979;12143628;collab
53698797;1628808;collab
95516;1993470;collab
2181032;244466;collab
237689;1282989;collab
1628808;946875;collab
1990966;5839168;collab
2338139;605146;collab
3629687;880017;collab
1722247;47707899;collab
47350243;573577;collab
10832690;489816;collab
3576686;70423;collab
1633442;181077;collab
2324949;1265522;collab
1598769;50412641;collab
10497479;1628808;collab
689320;149201;collab
3550319;2545300;collab
408389;10517494;collab
47190129;1980991;collab
3365265;47491678;collab
1111513;795368;collab
3316959;1456480;collab
1425548;6829944;collab
2914935;83891;collab
286931;254604;collab
3658744;1152168;collab
54658051;12459928;collab
84472;2054761;collab
3629694;1079004;collab
632599;3469669;collab
616265;1577705;collab
1819604;2100674;collab
275506;736695;collab
2539048;3629713;collab
561063;1498760;collab
624861;2338139;collab
3494733;538228;collab
2320964;954490;collab
1771176;3629691;collab
756948;15534;collab
1461050;1943259;collab
3365205;10832690;collab
93400;3397492;collab
5904093;2624870;collab
1126212;1200530;collab
21997;10832690;collab
543701;3325592;collab
3832261;2476051;collab
140972;561063;collab
55870604;1797716;collab
3316959;53698797;collab
12518928;1765874;collab
3393270;18461058;collab
29157558;2060748;collab
10514273;2260734;collab
3316959;1079004;collab
2034264;48057366;collab
386271;244466;collab
3642258;2080261;collab
10878479;601959;collab
673325;12716274;collab
1123088;3365400;collab
1500881;45178;collab
201219;3449684;collab
1119998;971966;collab
1771176;1276849;collab
2078186;358294;collab
85018;119279;collab
991693;55932852;collab
3439731;436647;collab
403149;288054;collab
594770;755515;collab
3616636;3629713;collab
53933045;50152667;collab
498071;3067295;collab
1887569;937815;collab
1628808;3322859;collab
353523;1310109;collab
18031327;946875;collab
3561475;294906;collab
10223118;1894512;collab
9668529;149201;collab
2295139;630735;collab
1022478;1780247;collab
3635892;3616636;collab
868730;134086;collab
695126;33342;collab
1200159;1128738;collab
10832690;717601;collab
3577492;764117;collab
831237;12459928;collab
2309290;1819604;collab
104736;52276208;collab
936378;53698797;collab
169566;498250;collab
1831234;2295139;collab
3316959;571081;collab
1123088;15534;collab
3642249;7521;collab
44685;413263;collab
408891;181077;collab
12518928;3629706;collab
304424;10572467;collab
3629694;379385;collab
755515;2114277;collab
18489316;810133;collab
868730;1780247;collab
509724;513051;collab
1417835;359050;collab
1155795;1792373;collab
1231240;1208922;collab
10515446;64290;collab
3365224;303817;collab
85018;48416589;collab
731329;236731;collab
2539048;17950542;collab
1079366;53578978;collab
734167;436647;collab
9140986;3829656;collab
1461050;1536874;collab
